text	label	label_id	graph	sen_id	labels
Bestimmungen ohne Bezeichnung des Geltungsbereichs mit dem Planzeichen BB:	NOT	0	(u_101 / ohne  :1 (u_35 / Bestimmung)  :2 (u_102 / Bezeichnung  :0 (u_103 / Geltungsbereichs  :1-of (u_26 / mit  :2 (u_72 / Planzeichen  :0 (u_104 / BB))))))	8025_7_0	['Planzeichen']
Für das gesamte Plangebiet wird bestimmt: Dächer dürfen die festgesetzte Gebäudehöhe um höchstens 4,5 m überragen.	NOT	0	(u_77 / bestimmen  :2 (u_105 / ueberragen  :2 (u_106 / Gebaeudehoehe  :0 (u_107 / festgesetzt)  :1-of (u_108 / um  :2 (u_82 / m  :0 (u_109 / X4COMMA5  :0 (u_110 / hoechstens)))))  :0 (u_111 / PER)  :1 (u_112 / Dach))  :1-of (u_22 / fuer  :2 (u_52 / Plangebiet  :0 (u_113 / gesamt))))	8025_8_0	['GesamtePlangebiet', 'GebaeudeHoeheArt', 'AbschlussDachMaxBezugGebaeude']
Im Bauland/Wohngebiet darf die Bruttogeschoßfläche aller Geschoße, die ganz oder teilweise über dem anschließenden Gelände liegen, insgesamt höchstens 11.500 m² betragen.	NOT	0	(u_114 / betragen  :2 (u_82 / m  :0 (u_115 / X11PERIOD500  :0 (u_110 / hoechstens)  :0 (u_116 / insgesamt)))  :1 (u_117 / Bruttogeschossflaeche  :0 (u_118 / Geschosse  :0 (u_48 / liegen  :0 (u_13 / COORD  :0 (u_119 / teilweise)  :0 (u_120 / ganz))  :1 (u_121 / der)  :1-of (u_122 / ueber  :2 (u_123 / Gelaende  :0 (u_124 / anschliessend))))))  :0 (u_111 / PER)  :1-of (u_8 / in  :2 (u_125 / BaulandSLASHWohngebiet)))	8025_9_0	['Widmung']
Bestimmungen mit Bezeichnung des Geltungsbereichs mit dem Planzeichen BB:	NOT	0	(u_26 / mit  :1 (u_35 / Bestimmung)  :2 (u_102 / Bezeichnung  :0 u_103)  :1 (u_103 / Geltungsbereichs)  :2 (u_72 / Planzeichen  :0 (u_104 / BB)))	8025_10_0	['Planzeichen']
Für die mit BB1 bezeichneten Grundflächen wird bestimmt: Die Unterbrechung der geschlossenen Bauweise ist zulässig	NOT	0	(u_77 / bestimmen  :2 (u_111 / PER  :1 (u_126 / Unterbrechung  :0 (u_127 / Bauweise  :0 (u_128 / geschlossen))))  :1-of (u_22 / fuer  :2 (u_129 / Grundflaechen  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_131 / BB1))))))	8025_11_0	['UnterbrechungGeschlosseneBauweise', 'Planzeichen']
Für die mit BB2 bezeichneten Grundflächen wird bestimmt: Die Dächer der Gebäude sind als Flachdächer auszuführen und nach dem Stand der technischen Wissenschaften zu begrünen.	NOT	0	(u_77 / bestimmen  :2 (u_13 / COORD  :0 (u_132 / begruenen  :0 (u_79 / OBL)  :1-of (u_133 / nach  :2 (u_134 / Stand  :0 (u_135 / Wissenschaft  :0 (u_136 / technisch)))))  :0 (u_137 / ausfuehren  :0 u_79)  :2 (u_112 / Dach  :0 (u_138 / Gebaeude))  :1-of (u_91 / als  :2 (u_139 / Flachdaecher)))  :1-of (u_22 / fuer  :2 (u_129 / Grundflaechen  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_140 / BB2))))))	8025_12_0	['Dachart', 'BegruenungDach', 'Planzeichen']
Der Abteilungsleiter: Dipl.-Ing. Krauss Senatsrat	NOT	0	(u_141 / Abteilungsleiter  :0 (u_142 / DiplPERIODHYPHENIng  :0 (u_143 / Krauss  :0 (u_144 / Senatsrat))))	8025_12_1	[]
Unverkäufliches Dienstexemplar!	NOT	0	(u_145 / Dienstexemplar  :0 (u_146 / unverkaeuflich))	7498_0_0	[]
MAGISTRAT DER STADT WIEN MA 21 A Stadtteilplanung und Flächennutzung Innen-West Plandokument 7498 Festsetzung des Flächenwidmungsplanes und des Bebauungsplanes	NOT	0	(u_0 / MAGISTRAT  :0 (u_1 / STADT  :0 (u_147 / A)  :0 (u_2 / X21)  :0 (u_3 / MA)  :0 (u_4 / WIEN)))	7498_0_1	[]
Der Gemeinderat hat in seiner Sitzung am 28. März 2003.	NOT	0	(u_29 / haben  :1 (u_30 / Gemeinderat)  :1-of (u_31 / an  :2 (u_148 / Maerz))  :1-of (u_8 / in  :2 (u_33 / Sitzung)))	7498_0_2	[]
Pr. Zl 1000/2003-GSV, den folgenden Beschluss gefasst: In Festsetzung des Flächenwidmungsplanes und des Bebauungsplanes für das im Antragsplan Nr. 7498 mit der rot strichpunktierten Linie und der in roter Schrift als Plangebietsgrenze bezeichneten Fluchtlinie bzw. Bezirksgrenze umschriebene Gebiet zwischen Höhenstraße, Linienzug 1-4, Waldrandweg, Linienzug 5-6, Promenadeweg, Linienzug 7-8, Waldrandweg, Linienzug 9-10, Kleeblattweg (Bezirksgrenze) und Sommerhaidenweg im 17.	NOT	0	(u_5 / fassen  :2 (u_12 / Festsetzung  :0 (u_13 / COORD  :0 (u_14 / Bebauungsplanes)  :0 (u_15 / Flaechenwidmungsplanes)  :0 (u_87 / Fluchtlinie  :0 u_130)  :0 (u_24 / strichpunktiert  :0 u_25)  :0 (u_26 / mit)  :0 (u_6 / Gebiet  :0 (u_7 / umschrieben  :0 (u_151 / Bezirksgrenze))  :1-of (u_16 / zwischen  :2 u_13))  :0 (u_23 / Linie)  :0 (u_17 / Linienzug  :0 (u_154 / X9HYPHEN10))  :0 (u_152 / Waldrandweg)  :0 (u_153 / Promenadeweg)  :0 (u_155 / Kleeblattweg)  :0 (u_156 / Sommerhaidenweg)  :0 (u_158 / Hoehenstrasse))  :0 (u_8 / in  :1 (u_130 / bezeichnet  :1-of (u_91 / als  :2 (u_149 / Plangebietsgrenze)))  :2 (u_150 / Schrift  :0 (u_25 / rot))  :1 u_156  :2 (u_157 / X17)  :1 u_24  :2 (u_9 / Antragsplan  :0 (u_10 / NrPERIOD  :0 (u_159 / X7498))))  :1-of (u_22 / fuer  :2 u_13))  :2 (u_27 / Beschluss  :0 (u_28 / folgend))  :1 (u_160 / Zl  :0 (u_161 / Pr)))	7498_0_3	[]
Bezirk, Kat. G. Neuwaldegg werden unter Anwendung des § 1 der BO für Wien folgende Bestimmungen getroffen:	NOT	0	(u_34 / treffen  :2 (u_35 / Bestimmung  :0 (u_28 / folgend))  :1-of (u_38 / unter  :2 (u_39 / Anwendung  :0 (u_40 / PARAGRAPH  :0 (u_42 / BO  :1-of (u_22 / fuer  :2 (u_44 / Wien)))  :0 (u_43 / X1)))))	7498_0_4	[]
Die bisher gültigen Flächenwidmungspläne und Bebauungspläne verlieren, soweit sie innerhalb des gegenständlichen Plangebietes liegen, ihre weitere Rechtskraft.	NOT	0	(u_45 / verlieren  :2 (u_46 / Rechtskraft  :0 (u_47 / weit))  :0 (u_48 / liegen  :1 (u_49 / sie)  :0 (u_50 / soweit)  :1-of (u_51 / innerhalb  :2 (u_52 / Plangebiet  :0 (u_53 / gegenstaendlich))))  :1 (u_13 / COORD  :0 (u_54 / Bebauungsplan)  :0 (u_55 / Flaechenwidmungsplaene)  :0 (u_162 / gueltig  :0 (u_163 / bisher))))	7498_1_0	[]
Die roten Planzeichen gelten als neu festgesetzt.	NOT	0	(u_164 / gelten  :2 (u_165 / festsetzen  :0 (u_166 / neu  :0 (u_91 / als)))  :1 (u_72 / Planzeichen  :0 (u_25 / rot)))	7498_3_0	[]
Für die rechtliche Bedeutung der roten Planzeichen ist die beiliegende „Zeichenerklärung für den Flächenwidmungsplan und den Bebauungsplan“ (§§ 4 und 5 der BO für Wien) vom 1. Oktober 2001 maßgebend, die einen Bestandteil dieses Beschlusses bildet.	NOT	0	(u_63 / massgebend  :1 (u_64 / Zeichenerklaerung  :0 (u_65 / beiliegend)  :1-of (u_22 / fuer  :2 (u_13 / COORD  :0 (u_54 / Bebauungsplan)  :0 (u_66 / Flaechenwidmungsplan  :0 (u_67 / PARAGRAPHPARAGRAPH  :0 u_42  :0 u_13))  :0 (u_58 / X5)  :0 (u_68 / X4))  :1 (u_42 / BO)  :2 (u_44 / Wien)  :1 u_63  :2 (u_71 / Bedeutung  :0 (u_72 / Planzeichen  :0 (u_25 / rot))  :0 (u_73 / rechtlich))))  :1-of (u_69 / von  :2 (u_167 / Oktober)))	7498_3_1	[]
Für die Querschnitte der Verkehrsflächen gemäß § 5 Abs. 2 lit. c der BO für Wien wird bestimmt, dass bei einer Straßenbreite unter 10,0 m entlang der Fluchtlinien Gehsteige mit mindestens 0,8 m Breite, bei einer Straßenbreite von 10,0 m bis unter 16,0 m entlang der Fluchtlinien Gehsteige mit mindestens 1,5 m Breite herzustellen sind, wobei diese bei einer Straßenbreite bis zu 6 m niveaugleich mit der Fahrbahn herzustellen sind.	NOT	0	(u_77 / bestimmen  :0 (u_78 / herstellen  :0 (u_79 / OBL)  :2 (u_175 / Strassenbreite  :1-of (u_69 / von  :2 u_82))  :0 (u_177 / dass)  :0 (u_168 / niveaugleich  :1-of (u_169 / bis  :2 (u_82 / m  :0 (u_170 / X6)  :0 (u_171 / zu)  :0 (u_176 / X10COMMA0)  :0 (u_178 / X1COMMA5  :0 (u_84 / mindestens))  :0 (u_89 / X16COMMA0)  :0 (u_38 / unter  :1 u_175  :2 u_82))  :1 u_78))  :0 (u_172 / wobei)  :1-of (u_26 / mit  :2 (u_173 / Fahrbahn)  :2 (u_81 / Breite  :0 u_82))  :1-of (u_174 / bei  :2 u_175  :0-of u_175)  :1-of (u_86 / entlang  :2 (u_87 / Fluchtlinie)))  :1-of (u_22 / fuer  :2 (u_75 / Querschnitte  :0 (u_179 / AbsPERIOD  :0 (u_180 / c  :0 u_42)  :0 (u_181 / X2)  :0 (u_58 / X5))  :0 (u_76 / Verkehrsflaeche  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH))))  :1 (u_42 / BO)  :2 (u_44 / Wien)))	7498_4_0	['StrassenbreiteVonBis', 'GehsteigbreiteMin', 'AnFluchtlinie', 'StrassenbreiteMax']
Der Hauptweg von Bachzeile bis Promenadeweg, der Höhenweg, der Klosterbergweg, der Hubertusweg, der Verbindungsweg, der Tiefauweg, der Brückenweg und In den Kräutern werden als Verkehrsflächen gemäß § 53 der Bauordnung für Wien festgesetzt.	NOT	0	(u_165 / festsetzen  :2 (u_13 / COORD  :0 (u_182 / Hoehenweg)  :0 (u_183 / Klosterbergweg)  :0 (u_184 / Hubertusweg)  :0 (u_185 / Verbindungsweg)  :0 (u_186 / Tiefauweg)  :0 (u_187 / Brueckenweg)  :0 (u_188 / Hauptweg)  :0 (u_189 / Kraut  :0 (u_8 / in))  :0 (u_153 / Promenadeweg)  :2-of (u_169 / bis)  :1-of (u_69 / von  :2 (u_190 / Bachzeile)))  :1-of (u_91 / als  :2 (u_76 / Verkehrsflaeche  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH  :0 (u_41 / Bauordnung  :1-of (u_22 / fuer  :2 (u_44 / Wien))))))))	7498_4_1	['VerkehrsflaecheID']
Seite 2	NOT	0	(u_191 / Seite  :0 (u_181 / X2))	7498_4_2	[]
Gemäß § 5 Abs. 4 der Bauordnung für Wien wird für das gesamte Plangebiet ohne eigene Kennzeichnung im Plan bestimmt:	NOT	0	(u_22 / fuer  :1 (u_77 / bestimmen  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH)))  :2 (u_52 / Plangebiet  :0 (u_113 / gesamt)  :1-of (u_101 / ohne  :2 (u_192 / Kennzeichnung  :0 (u_193 / eigen)  :1-of (u_8 / in  :2 (u_62 / Plan))))))	7498_5_0	['GesamtePlangebiet']
Bei den innerhalb des Baulandes zur Errichtung gelangenden Gebäuden darf der höchste Punkt des Daches nicht höher als 4,5 m über der tatsächlich ausgeführten Gebäudehöhe liegen.	NOT	0	(u_48 / liegen  :0 (u_194 / hoch  :1-of (u_91 / als  :2 (u_82 / m  :0 (u_109 / X4COMMA5))))  :0 (u_195 / NEG)  :1 (u_196 / Punkt  :0 (u_112 / Dach)  :0 u_194)  :0 (u_111 / PER)  :1-of (u_122 / ueber  :2 (u_106 / Gebaeudehoehe  :0 (u_197 / ausgefuehrt  :0 (u_198 / tatsaechlich))))  :1-of (u_174 / bei  :2 (u_138 / Gebaeude  :0 (u_199 / gelangend  :1-of (u_171 / zu  :2 (u_200 / Errichtung))  :1-of (u_51 / innerhalb  :2 (u_201 / Bauland))))))	7498_6_0	['GebaeudeHoeheArt', 'AbschlussDachMaxBezugGebaeude']
Soweit die zulässige Gebäudehöhe nach § 81 Abs. 2 der BO für Wien zu ermitteln ist, wird für die Gliederung der Baumassen bestimmt, dass der obere Abschluss der Gebäudefronten an keiner Stelle höher als das um 1,5 m vermehrte Ausmaß der zulässigen Gebäudehöhe über dem anschließenden Gelände liegen darf.	NOT	0	(u_77 / bestimmen  :2 (u_48 / liegen  :0 (u_111 / PER)  :0 (u_194 / hoch  :1-of (u_31 / an  :2 (u_202 / Stelle)))  :1 (u_203 / Abschluss  :0 (u_204 / Gebaeudefronten)  :0 (u_205 / ober))  :0 (u_177 / dass)  :1-of (u_91 / als  :2 (u_206 / Ausmass  :0 (u_106 / Gebaeudehoehe  :0 u_111  :1-of (u_122 / ueber  :2 (u_123 / Gelaende  :0 (u_124 / anschliessend))))  :0 (u_207 / vermehrt  :1-of (u_108 / um  :2 (u_82 / m  :0 (u_178 / X1COMMA5)))))))  :0 (u_208 / ermitteln  :0 (u_79 / OBL)  :2 u_106  :0 (u_50 / soweit)  :1-of (u_133 / nach  :2 (u_40 / PARAGRAPH)))  :1-of (u_22 / fuer  :2 (u_209 / Gliederung  :0 (u_210 / Baumasse))))	7498_7_0	['Massengliederung']
Einfriedungen auf gärtnerisch auszugestaltenden Flächen dürfen ab einer Höhe von 0,5 m den freien Durchblick nicht hindern.	NOT	0	(u_211 / hindern  :0 (u_195 / NEG)  :2 (u_212 / Durchblick  :0 (u_213 / frei))  :0 (u_111 / PER)  :1 (u_214 / Einfriedung  :1-of (u_215 / auf  :2 (u_216 / Flaeche  :0 (u_217 / auszugestaltend  :0 (u_218 / gaertnerisch)))))  :1-of (u_219 / ab  :2 (u_220 / Hoehe  :1-of (u_69 / von  :2 (u_82 / m  :0 (u_221 / X0COMMA5))))))	7498_8_0	['AnordnungGaertnerischeAusgestaltung', 'EinfriedungAusgestaltung']
Die mit Nebengebäuden bebaute Grundfläche darf höchstens 30 m 2 je Bauplatz betragen.	NOT	0	(u_114 / betragen  :2 (u_222 / Bauplatz)  :0 (u_223 / je)  :2 (u_82 / m  :0 (u_181 / X2)  :0 (u_224 / X30  :0 (u_110 / hoechstens)))  :0 (u_111 / PER)  :1 (u_225 / Grundflaeche  :0 (u_226 / bebauen  :1-of (u_26 / mit  :2 (u_227 / Nebengebaeude)))))	7498_9_0	['GebaeudeBautyp', 'BebauteFlaecheMaxNebengebaeude']
Die Dächer der zur Errichtung gelangenden Nebengebäude sind ab einer Größe von 5 m2 entsprechend dem Stand der Technik als begrünte Flachdächer auszubilden, sofern es sich nicht um Glasdächer handelt.	NOT	0	(u_228 / ausbilden  :0 (u_79 / OBL)  :0 (u_229 / handeln  :0 (u_195 / NEG)  :2 (u_99 / er)  :1 (u_230 / es)  :0 (u_231 / EXC)  :1-of (u_108 / um  :2 (u_232 / Glasdach)))  :2 (u_112 / Dach  :0 (u_227 / Nebengebaeude  :0 (u_199 / gelangend  :1-of (u_171 / zu  :2 (u_200 / Errichtung)))))  :1-of (u_91 / als  :2 (u_139 / Flachdaecher  :0 (u_233 / begruente)))  :1-of (u_234 / entsprechend  :2 (u_134 / Stand  :0 (u_235 / Technik)))  :1-of (u_219 / ab  :2 (u_236 / Groesse  :1-of (u_69 / von  :2 (u_237 / m2  :0 (u_58 / X5))))))	7498_9_1	['Dachart', 'GebaeudeBautyp', 'DachflaecheMin', 'BegruenungDach']
Technische bzw. der Belichtung dienende Aufbauten sind im erforderlichen Ausmaß zulässig.	NOT	0	(u_111 / PER  :1 (u_238 / Aufbau  :0 (u_239 / dienend  :0 (u_240 / Belichtung))  :0 (u_136 / technisch))  :1-of (u_8 / in  :2 (u_206 / Ausmass  :0 (u_241 / erforderlich))))	7498_9_2	['AufbautenZulaessig']
Nicht bebaute, jedoch bebaubare Baulandflächen sind gärtnerisch auszugestalten.	NOT	0	(u_92 / ausgestalten  :0 (u_79 / OBL)  :0 (u_218 / gaertnerisch)  :2 (u_242 / Baulandflaechen  :0 (u_13 / COORD  :0 (u_243 / bebaubar  :0 (u_244 / jedoch))  :0 (u_226 / bebauen)  :0 (u_195 / NEG))))	7498_10_0	['AnordnungGaertnerischeAusgestaltung']
Innerhalb der als Bauland gewidmeten und mit G bezeichneten Flächen dürfen unterirdische Bauten oder Bauteile nur in einem Ausmaß von maximal 20 v. H. des Bauplatzes errichtet werden.	NOT	0	(u_245 / errichten  :2 (u_206 / Ausmass  :0 (u_8 / in)  :0 (u_246 / nur)  :1-of (u_69 / von  :2 (u_247 / HPERIOD  :0 (u_222 / Bauplatz))  :2 (u_248 / X20  :0 (u_249 / maximal))))  :2 (u_13 / COORD  :0 (u_250 / Bauteil)  :0 (u_251 / Bau)  :0 (u_252 / unterirdisch)  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_253 / G)))  :0 (u_254 / gewidmet)  :1-of (u_91 / als  :2 (u_201 / Bauland)))  :0 (u_111 / PER)  :1-of (u_51 / innerhalb  :2 (u_216 / Flaeche  :0 u_13)))	7498_11_0	['Widmung', 'BebauteFlaecheMaxProzentual', 'UnterirdischeBaulichkeiten']
Gemäß § 5 Abs. 4 der Bauordnung für Wien wird für das gesamte Plangebiet mit eigener Kennzeichnung im Plan (BB) bestimmt:	NOT	0	(u_22 / fuer  :1 (u_77 / bestimmen  :1-of (u_57 / gemaess  :2 (u_40 / PARAGRAPH)))  :2 (u_52 / Plangebiet  :0 (u_113 / gesamt)  :1-of (u_26 / mit  :2 (u_192 / Kennzeichnung  :0 (u_193 / eigen)  :1-of (u_8 / in  :2 (u_62 / Plan  :0 (u_104 / BB)))))))	7498_12_0	['GesamtePlangebiet', 'Planzeichen']
Innerhalb der mit BB1 bezeichneten und als Bauland/Gartensiedlungsgebiet gewidmeten Grundflächen darf die bebaute Grundfläche 70 m2 bzw. 20 v. H. je Baulos nicht überschreiten.	NOT	0	(u_255 / ueberschreiten  :0 (u_195 / NEG)  :2 (u_256 / Baulos  :0 (u_223 / je))  :2 (u_237 / m2  :0 (u_257 / X70))  :1 (u_225 / Grundflaeche  :0 (u_226 / bebauen))  :0 (u_111 / PER)  :1-of (u_51 / innerhalb  :2 (u_129 / Grundflaechen  :0 (u_13 / COORD  :0 (u_254 / gewidmet  :1-of (u_91 / als  :2 (u_258 / BaulandSLASHGartensiedlungsgebiet)))  :0 (u_130 / bezeichnet)  :1-of (u_26 / mit  :2 (u_131 / BB1))))))	7498_13_0	['Widmung', 'BebauteFlaecheMax', 'Planzeichen']
Für den Gebäudeumriss ist eine Dachneigung von 45 Grad zulässig.	NOT	0	(u_111 / PER  :1 (u_259 / Dachneigung  :1-of (u_69 / von  :2 (u_260 / Grad  :0 (u_261 / X45))))  :1-of (u_22 / fuer  :2 (u_262 / Gebaeudeumriss)))	7498_13_1	['DachneigungMax']
Auf den als Grünland/Erholungsgebiet/Sport- und Spielplätze (Esp) gewidmeten und mit BB3 bezeichneten Grundflächen dürfen keine Gebäude errichtet werden.	NOT	0	(u_245 / errichten  :2 (u_138 / Gebaeude)  :0 (u_111 / PER)  :1-of (u_215 / auf  :2 (u_129 / Grundflaechen  :0 (u_130 / bezeichnet  :1-of (u_26 / mit  :2 (u_263 / BB3)))  :0 (u_254 / gewidmet  :1-of (u_91 / als  :2 (u_13 / COORD  :0 (u_264 / Spielplatz)  :0 (u_265 / GruenlandSLASHErholungsgebietSLASHSport  :0 (u_266 / Esp))))))))	7498_16_0	['Widmung', 'ErrichtungGebaeude', 'Planzeichen']
Auf den als Grünland/Erholungsgebiet/Sport- und Spielplätze (Esp) und mit BB4 bezeichneten Grundflächen dürfen keine Gebäude und keine unterirdischen Bauten errichtet werden.	NOT	0	(u_245 / errichten  :2 (u_13 / COORD  :0 (u_251 / Bau  :0 (u_252 / unterirdisch))  :0 (u_138 / Gebaeude)  :0 (u_264 / Spielplatz)  :0 (u_267 / BB4)  :0 (u_265 / GruenlandSLASHErholungsgebietSLASHSport))  :0 (u_111 / PER)  :1-of (u_215 / auf  :2 (u_129 / Grundflaechen  :0 (u_130 / bezeichnet  :1-of (u_91 / als  :2 u_13)))))	7498_17_0	['Widmung', 'ErrichtungGebaeude', 'Planzeichen', 'UnterirdischeBaulichkeiten']
Die Grundflächen sind gärtnerisch auszugestalten.	NOT	0	(u_92 / ausgestalten  :0 (u_79 / OBL)  :0 (u_218 / gaertnerisch)  :2 (u_129 / Grundflaechen))	7498_17_1	['AnordnungGaertnerischeAusgestaltung']
Gemäß § 3 des Wiener Kleingartengesetzes wird bestimmt:	NOT	0	(u_57 / gemaess  :1 (u_77 / bestimmen)  :2 (u_40 / PARAGRAPH  :0 (u_268 / Kleingartengesetz  :0 (u_60 / Wiener))))	7498_18_0	[]
